discount,profit,opt_price,exp_sold,exp_waste,spoil_risk,category
0.0,2946.7,31.72,158.0,0.0,0.16836732040671978,Seafood
0.0,254.79218279472363,7.0,66.42174039924623,4.578259600753775,0.37346652495556715,Dairy
0.2,-403.7340751789975,6.704000000000001,201.7938432012235,110.2061567987765,0.5518563401389333,Beverages
0.0,2535.0469041897286,14.6,355.62513042395403,11.37486957604595,0.1795105493787161,Deli
0.0,468.611408894719,2.58,401.63232902896084,38.36767097103914,0.5050360447778872,Beverages
0.0,505.06162511503646,4.18,369.21091509929107,42.78908490070894,0.6015135253928864,Produce
0.3,956.4839999999998,8.693999999999999,326.0,0.0,0.7429377720723711,Deli
0.0,736.4710336006676,5.66,333.0,29.242576151208976,0.4234140381009174,Beverages
0.0,1642.5395228409793,8.61,364.26939870394654,21.730601296053447,0.32605739426553343,Dairy
0.0,588.4062215096267,8.3,143.72364114573816,6.276358854261846,0.2423405683832988,Deli
0.0,1212.979240688249,10.15,230.61470351608367,23.385296483916346,0.5332351605769211,Deli
0.0,8557.5,38.79,375.0,0.0,0.6021211251114312,Seafood
0.0,1660.5,14.56,270.0,0.0,0.20390691511684647,Ready_to_Eat
0.0,501.937771485482,8.35,127.0,22.735181907377438,0.7315357297740537,Dairy
0.0,460.48751718901394,7.56,227.57771391389073,12.422286086109255,0.29977809792172416,Dairy
0.2,839.2679999999998,10.872,409.0,0.0,0.3614529104381733,Bakery
0.0,70.66191926466998,10.01,17.78340851794905,1.2165914820509498,0.3708521362253335,Deli
0.0,69.46754075911015,2.98,72.47904052319133,1.5209594768086767,0.11904071809975193,Dairy
0.0,159.1433081939816,2.62,214.40584282213038,5.594157177869625,0.14727247932821733,Dairy
0.4,-13.021361927982406,2.922,0.0,5.167207114278733,0.99757195063682,Beverages
0.2,-2016.4575,12.520000000000001,140.06249999999997,215.93750000000003,0.9264112025366815,Ready_to_Eat
0.0,334.88542946717155,2.23,464.23113429021146,18.76886570978856,0.2250611381354924,Beverages
0.0,230.50036050906866,2.64,185.9471062534351,31.05289374656491,0.8288042281976851,Beverages
0.1,75.02666666666673,6.57,74.07407407407408,7.925925925925924,0.9414749016746314,Bakery
0.0,484.70160783611993,7.58,178.0,28.333745146510736,0.6670808764452572,Dairy
0.0,487.10246601458874,5.69,251.10654685582713,47.84386126959122,0.7389321613343631,Deli
0.0,254.30999999999995,9.69,65.0,1.0,0.8043088268988432,Ready_to_Eat
0.0,438.01989830663774,8.53,157.13480636654606,4.865193633453935,0.17393810319766556,Dairy
0.4,-270.3695718654437,5.232,282.1923601174611,157.80763988253892,0.24267360059525034,Bakery
0.3,64.33501501501522,6.992999999999999,173.53282067996787,5.46717932003213,0.8522302893932496,Meat
0.2,254.86599999999999,1.832,353.0,0.0,0.5685301868287663,Produce
0.2,547.5960000000003,4.864000000000001,369.0,0.0,0.740580374518433,Produce
0.0,597.9960480953517,15.55,120.83061402542454,3.1693859745754565,0.14803454088448764,Meat
0.3,1875.7199999999998,11.536,420.0,0.0,0.7860463607813911,Deli
0.2,168.14999999999992,17.408,84.37499999999999,2.625000000000014,0.7822889807031905,Meat
0.0,436.79999999999995,15.45,65.0,0.0,0.4331206291961108,Deli
0.0,181.19314329195706,5.59,110.86632724589178,23.658097911340736,0.9321205969554005,Produce
0.3,379.11818068146295,15.995,161.97675402822526,8.023245971774742,0.636352841574576,Seafood
0.2,611.5500000000001,4.08,453.0,0.0,0.1853866712106164,Deli
0.2,45.26200000000001,2.664,53.0,0.0,0.7901968339888871,Beverages
0.0,1601.860222867055,7.43,424.0,45.23023549483179,0.5434898343135285,Produce
0.0,341.7023806192761,5.51,206.08028686375246,3.919713136247531,0.10810470704371776,Produce
0.0,1682.0199999999998,42.66,74.0,0.0,0.1988853775729976,Seafood
0.0,1273.4100000000003,7.41,457.0,39.0,0.4091229360662152,Ready_to_Eat
0.3,1.9054403131115922,2.5549999999999997,91.26631714798889,6.733682852011114,0.6246483547819957,Bakery
0.0,534.9730550177386,6.75,143.40193407670202,9.59806592329797,0.3633305466300163,Produce
0.0,4367.48,25.47,454.0,0.0,0.20192265071057805,Seafood
0.3,-3048.9165162252893,16.086,72.45825461735116,205.54174538264886,0.9437872718960794,Meat
0.0,22.75361436067912,6.45,15.0,5.61180658476905,0.9849141320981964,Dairy
0.2,746.0999999999996,12.096,474.99999999999994,20.000000000000057,0.6077524628402131,Seafood
0.4,-474.7903133903134,17.55,178.0119479549679,111.9880520450321,0.3080909480464361,Seafood
0.4,1216.607999999999,21.545999999999996,368.0,0.0,0.3860159937099578,Seafood
0.2,833.520000000001,12.880000000000003,302.0,0.0,0.9276918617858219,Deli
0.0,2625.6118872867555,16.99,449.8506113765012,15.149388623498782,0.18869125292621608,Deli
0.0,1303.0900000000001,6.99,311.0,0.0,0.3977691597025201,Dairy
0.0,1621.3999999999996,11.7,268.0,0.0,0.40570620214144926,Deli
0.0,278.6668467409096,5.01,152.0,11.126065290233237,0.3812979883983141,Dairy
0.0,159.99923760668227,6.72,48.0,9.441965510006254,0.8544606166726294,Dairy
0.0,3030.5599999999995,20.54,248.0,0.0,0.3808806871540252,Meat
0.3,-460.63520219328296,10.213,46.47065483273447,56.52934516726553,0.5975215438861194,Seafood
0.1,1165.5799999999992,16.416,214.81481481481475,4.185185185185247,0.6165725194979141,Meat
0.0,743.5847623510734,14.54,120.00032753446173,2.9996724655382683,0.1412467096751872,Deli
0.0,835.7,5.57,305.0,0.0,0.7170205972190398,Meat
0.0,208.10150585645107,2.22,204.0,45.77397361586629,0.8443034840880825,Produce
0.2,712.96,9.016,160.0,0.0,0.4437854909271852,Bakery
0.4,-33.681069518716725,3.366,340.463140368771,63.53685963122899,0.2086642055344813,Bakery
0.0,130.00391534789102,1.32,313.3438752635538,45.65612473644619,0.7365703149283258,Produce
0.3,542.6682481751824,7.672,196.55477687372036,0.4452231262796431,0.6594487761520089,Bakery
0.0,869.0956710412911,7.4,338.1156312217961,39.88436877820393,0.6111116146228807,Beverages
0.2,229.7380000000001,2.4960000000000004,233.0,0.0,0.2605507665877822,Bakery
0.0,436.35341531646316,4.61,223.14824627255163,12.85175372744837,0.3153987780032522,Deli
0.3,64.00093993152828,3.2129999999999996,233.72578273623665,14.274217263763347,0.7612554568140205,Bakery
0.3,-225.35884665792935,7.63,82.86253647995684,51.137463520043156,0.43348124907477475,Bakery
0.4,26.250814332247472,5.526000000000001,125.27159144629884,54.72840855370116,0.6234082131075266,Bakery
0.4,-335.59228260869565,7.176,78.57827722844263,64.42172277155737,0.9877142255692846,Seafood
0.0,3124.945966446191,16.64,406.05925279123744,29.94074720876257,0.3977276276787561,Meat
0.0,394.4122019676269,2.11,402.31857913157677,34.68142086842323,0.45964766624230263,Produce
0.1,215.12666666666655,2.322,397.53086419753083,39.46913580246917,0.6786503621698893,Bakery
0.3,-4162.950000000001,25.34,72.5,217.5,0.32491707090273797,Seafood
0.0,151.09062688729776,4.06,112.14054849440834,4.859451505591672,0.24055312618580094,Produce
0.1,398.0414364320883,10.359,99.66999096747642,2.330009032523577,0.7028157708473263,Bakery
0.0,385.343801527603,9.6,76.16497932579198,11.835020674208021,0.7789255745648743,Beverages
0.2,1835.262,34.856,117.0,0.0,0.9407016271512865,Seafood
0.4,-1298.633184079602,7.236,163.7281392924818,205.2718607075182,0.582368832794882,Deli
0.0,15.86478344214055,1.49,33.0,6.6490673307850585,0.8022858045449017,Produce
0.0,87.53518005994704,6.73,99.0,28.474629942742947,0.9816539569160286,Produce
0.0,935.639871754448,8.89,347.0,14.816519906658602,0.17266306051457786,Dairy
0.0,644.7019533965071,5.18,335.02740413059985,7.972595869400159,0.13462175401998303,Produce
0.0,430.67836345581384,11.51,82.98248162083526,2.017518379164737,0.13747008100514055,Bakery
0.2,575.82,4.288,315.0,0.0,0.7484468134754977,Meat
0.2,785.6999999999996,13.024000000000001,253.12499999999997,16.87500000000003,0.751408010787726,Ready_to_Eat
0.0,98.22919476274274,3.59,74.86049993391163,9.139500066088377,0.6301628096414664,Produce
0.0,761.6000000000004,18.67,172.0,16.0,0.4561302443797507,Seafood
0.0,2042.103332275799,13.45,303.0,30.31912585642635,0.4055443862072133,Deli
0.2,3136.772499999998,16.680000000000003,432.81249999999983,49.18750000000017,0.7203199944637384,Meat
0.0,132.73596517979442,13.28,19.0,2.782155704955477,0.5754836839708465,Deli
0.2,214.1760000000002,5.296,291.0,0.0,0.6596695423384031,Bakery
0.2,-488.032,5.2,24.564999999999998,114.435,0.8934551756837927,Bakery
0.2,375.59200000000004,5.104,353.0,0.0,0.7761838735218416,Ready_to_Eat
0.2,-1765.683532110092,7.848000000000001,80.2034235333726,283.7965764666274,0.4350008132151992,Ready_to_Eat
0.3,70.73999999999994,2.3939999999999997,135.0,0.0,0.8679679716930948,Beverages
0.0,763.1371026629813,11.93,195.0,34.54668095991464,0.7070164333187325,Deli
0.0,646.5319881857421,6.85,249.0,30.45066274782529,0.6123699572232587,Produce
0.0,680.504115559633,7.9,184.78279943792822,6.217200562071785,0.18852594434974076,Beverages
0.2,1263.792,11.208,339.0,0.0,0.2537618367533599,Bakery
0.0,1246.3887527740933,5.78,420.62435169101957,13.375648308980418,0.17849856383504525,Dairy
0.0,1314.61,16.02,209.0,0.0,0.3307373666735839,Ready_to_Eat
0.0,87.51198268103892,2.62,82.3175506416179,6.682449358382095,0.4348658302321841,Produce
0.2,1468.8000000000004,29.360000000000003,270.0,0.0,0.27229641452736686,Seafood
0.0,401.6337225339979,5.02,200.93859473161504,44.841981389319976,0.874455994685972,Beverages
0.3,-302.60227335771015,7.930999999999999,31.273197155754612,47.726802844245384,0.36306988607516516,Seafood
0.0,264.99196494049767,23.17,44.08597172811815,3.9140282718818487,0.4722721495959733,Meat
0.2,38.114000000000004,4.056,19.0,0.0,0.3439243193595319,Produce
0.0,1559.4000000000003,39.24,92.0,0.0,0.5256018687443995,Seafood
0.1,2823.9299999999994,15.065999999999999,377.77777777777777,9.222222222222229,0.5592204540351822,Deli
0.0,528.3377801210238,6.9,150.66924349580054,3.3307565041994662,0.12526558714116,Dairy
0.3,-173.1753492564213,8.876,174.57465646052037,55.42534353947963,0.8787564390785224,Deli
0.4,369.10781292241126,22.194,133.75271753277514,30.247282467224863,0.9563598967496518,Seafood
0.0,825.0000000000002,10.21,250.0,0.0,0.2823121542961331,Deli
0.0,451.4879289358561,14.01,96.0,12.431076585454356,0.5714099670888507,Deli
0.0,632.5634029185566,11.95,133.59526384255705,19.40473615744296,0.7345577173189956,Dairy
0.0,348.1420816421415,2.32,396.30693174230237,14.693068257697638,0.20705240950188034,Dairy
0.0,206.26990011501982,3.68,112.33031459111452,3.3711700906070416,0.11691596230485253,Dairy
0.0,996.160968362004,7.94,218.4988625141063,9.501137485893711,0.24135170441342907,Beverages
0.4,-12.926954887218095,3.192,54.352457742099595,23.647542257900405,0.7712534225815905,Bakery
0.0,14.380379730205577,1.01,47.930984958184396,18.7943387233071,0.9806492160360095,Produce
0.0,2424.8357123370856,12.46,396.7524648745654,48.24753512543458,0.6279495225103625,Deli
0.0,2968.1599999999994,31.56,311.0,23.0,0.3730645128699788,Seafood
0.2,1125.4880000000007,18.552000000000003,364.0,0.0,0.47863833630639474,Meat
0.3,129.14285714285717,11.914,91.83673469387756,8.16326530612244,0.9376602605008741,Deli
0.2,149.39600000000013,4.656000000000001,221.0,0.0,0.4443869324533899,Meat
0.0,2125.2,12.53,345.0,0.0,0.3228125283628817,Deli
0.0,395.94337326080625,9.62,140.0,30.09957544529404,0.8716456934925871,Dairy
0.0,115.01941942728624,5.4,58.0,27.056043164254834,0.985545713426456,Beverages
0.1,265.33,4.311,130.0,0.0,0.8417196359263686,Deli
0.0,673.2605237680041,4.29,467.3218004121222,27.678199587877845,0.3238487703065562,Dairy
0.0,472.29464954515345,4.6,205.02057598807687,8.979424011923138,0.24302128941463177,Dairy
0.2,1066.496,26.776,256.0,0.0,0.5723664993479557,Seafood
0.2,241.51600000000005,3.128,242.0,0.0,0.09005529549517603,Produce
0.1,1285.44,9.657,320.0,0.0,0.7410722202982856,Ready_to_Eat
0.2,587.8800000000001,5.24,284.0,0.0,0.20312408277696015,Bakery
0.3,-606.1348024582973,7.973,225.90307256261167,92.09692743738833,0.6987545523742743,Ready_to_Eat
0.2,-198.6600000000002,8.4,168.74999999999997,53.25000000000003,0.9360592514147454,Seafood
0.0,2967.8817646521293,15.94,449.046534796244,14.953465203756016,0.1866523570002572,Deli
0.0,454.2097252638438,3.65,309.22184253803937,19.778157461960607,0.3481765733439843,Dairy
0.0,1638.5586755071838,11.77,265.23844185446296,41.22804267443069,0.6075888299269743,Dairy
0.0,392.96478079038076,8.23,197.0,18.877894412938357,0.43045667886061073,Dairy
0.0,3627.371589768099,33.0,265.44762393236664,7.552376067633363,0.16022510868998902,Seafood
0.0,965.8739861099295,5.84,343.37568255307013,22.624317446929883,0.3580173016545569,Dairy
0.3,-266.5716216216215,7.251999999999999,179.31306927445928,79.68693072554072,0.9865419764827411,Bakery
0.2,33.60400000000001,6.784000000000001,31.0,0.0,0.7067956942503898,Bakery
0.0,270.81000000000006,4.9,153.0,0.0,0.441366223925987,Bakery
0.2,1486.824,16.384,246.0,0.0,0.8464325078437788,Seafood
0.0,319.29,6.29,87.0,0.0,0.22553541391745496,Ready_to_Eat
